### date-appended=True date-prepended=False real-course=True
### prompt=shipped temperature=0.0 app-body=True trials=10 course=VVH2O
### max_tokens=512 (read from mac-app/QuartzTeachers/Models/Assist/AssistModelClient.swift)
### em-dashes in the shipped literal, folded for the hyphen form: 6
### deploy-at-a-time guard agrees with 144 contract rows
### hide-is-unpublish guard agrees with 33 contract rows
### intercepted in code before the model (6 of 29 probes): card: publish tomorrow -> publish_class_on, card: unpublish by name -> unpublish_pages, card: check the section -> check_section, card: rebuild preview -> rebuild_preview, card: undo -> undo_last_change, card: deploy now -> deploy_section
probe                          chose                    ok    ms     arguments
publish tomorrow, with links   0/10   10x publish_pages  [MISS]
publish by name, informal      10/10  10x publish_pages
HIDE - the inversion case      10/10  10x unpublish_pages
hide, informal (verbatim cue)  10/10  10x unpublish_pages
hide, phrased as a mistake     10/10  10x unpublish_pages
list pages                     10/10  10x list_pages
read                           0/10   10x check_section  [MISS]
check section                  10/10  10x check_section
rebuild preview                10/10  10x rebuild_preview
undo                           10/10  10x undo_last_change
schedule a deploy              0/10   10x deploy_section  [MISS]
deploy now                     0/10   10x publish_class_on  [MISS]
cancel scheduled deploy        10/10  10x cancel_scheduled_deploy
no course named: publish       0/10   10x publish_pages  [MISS]
no course named: hide          10/10  10x unpublish_pages
deletion - no such tool        0/10   10x rebuild_preview  [MISS]
out of scope                   10/10  10x (declined)
typos                          10/10  10x publish_class_on
